review_text,review_status
"On a recommendation from a friend, Heimgest, DCG-OR, (who rarely recommends any book), we found this book to be one of the absolute best on the subject of our Gods &amp; Goddesses. A must read, it ranks well with both Rydberg's and Grimm's Teutonic Mythology",positive
"This is a charming little book.  It's very concise, profusely illustrated, and it covers the basic geometry of platonic and archimedean solids.  It delightfully summarizes the work of Plato/Theaetetus, Archimedes, Euclid, Kepler, and Euler in only 57 pages, half of which contain only illustrations.  As a model-builder who attaches no special religious significance to polyhedra, I was a little concerned when I looked at the other books in the series that this book might be about ""sacred geometry.""  Fortunately (at least from my point of view) it does not contain a word about it, except for a cursory reference to the elements Plato associated with each of the Platonic Solids.  A table at the end includes the dihedral and central angles and edge/radius ratios for all the platonic and archimedean solids--all the info a model builder needs!  This book won't impress anyone with a mathematics background, but for a layman like me, it's a perfect introduction.  Kudos to Sutton for putting this material in such an elegant and accessible format",positive
"In this book, Dulles offers a simplistic yet useful overview of the way the church has been viewed throughout its history.  He focuses primarily on the Catholic church.  From Dulles' analysis, there are five basic ways to understand the church.  He explores how these models have been used over time, as well as their particular strengths and weaknesses.  In the rest of the book, Dulles explores some of the issues surrounding ecclesiology.  He has also added a new model which is a synthesis of the other five.  My only complaint about the book is that it makes divisions too simple and straightforward.  Rarely is there a church that fits all of the descriptions of one model or does not somehow combine several models.  The book is helpful, however, to pastors who seek to understand the thought patterns of the members of their church.  It is also helpful to congregants who desire to understand more fully what it means to be the church.  All things considered, this book is an asset to pastors, students, and anyone involved in ministry",positive
"i read this years after i'd read catcher in the rye and nine stories and it was cool to be reading salinger again but it wasn't as rewarding as the first two books were. maybe i let too much time pass and outgrew his style. i dunno. i felt as if i was reading a magazine story and not a book story. i still would read everything he wrote tho if he released all new stuff, j.d. salinger's the man",positive
I'm amazed that people didn't like this book more... I am also a Land Arch student who had it as an assigned book that was rarely actually assigned.  I was thumbing through it in hopes of generating ideas for another class and was amazed at the amount of usable information it contained.  Perhaps it is better digested in chunks instead of the whole.  I found it great as a reference book,positive
"This book is loaded with the most recent medical findings and is organized as a referenced book, although I read it cover to cover. ",positive
"Dave Barry has written and selected an extremely humorous collection of his articles from The Miami Herald.  There is a huge margin in difference of quality in Boogers are My Beat than in his initial non fiction books such as Dave Barry's Bad Habits.  Boogers are My Beat is one of those rare books that once you start turning the pages you don't want to put down until the back cover.  Dave Barry educates his fellow man on a diverse range of topics such as why you can't use the towels hanging in the bathroom, the Salt Lake City Olympics, babies on airlines, North Dakota, Bear in the Big Blue House and cell phones to name just a few.  ",positive
"Tony Nourmand's &quot;Film posters of the 60's&quot; is a wonderful and  colorful coffee table style book that is a great treat to look through.  There are many of the classic film poster images of the French New wave,  the films of Stanley Kubrick and the classic 007 posters, just to name a  few. Film poster collecting is a great adventure and this book reflects  that enthusiasm. This book was lovingly organized with great detail. A  superb value! Looking forward to future editions",positive
"Private eye Philip Marlowe is asked for help to get to Mexico by Terry Lennox. Marlowe likes Lennox and agrees to help him, but later Lennox commits suicide in the small Mexican town of Otatoclan. But why was Lennox driven to such extremes?",positive
"Elaine Pagels is a wonderful writer.  Her explanation into early Christianity is wonderful.  It is definitely worth the time to read this.  She delves into the politics of the early church, the Passion, the resurrection, as well as the clashes between Gnostic and Orthodox thinking.  Too often, we forget that what we call the canon is not the only writings available.  She just reminds us that there is this whole other world of writings that did not make it into the bible for one reason or another.  If you want to get an idea of who the Gnostics were, read this",positive
"I'm almost finished reading this book, and what a long, fun ride it's been.  Wordy, and a little confusing, this book has to be taken in the right mood, or else you'll miss the humor.",positive
"Truly the author's pen is mightier than the sword as he takes on Christmas, parents, children, evangelical Christians from Kentucky, television, Macy's, the result of a dalliance during the Viet Nam War, and ""keeping up with the Joneses"".  ",positive
This book is truly lovely--about finding friendship in the most unexpected of places. I cannot imagine anyone not enjoying it immensely (and you won't get tired of reading it to your kids either),positive
"What a great upbeat book that still covers the struggles of a child of a divorced family, living in poverty, and being of a mixed race.  Great great read with a great ending that wasn't to unbelievable.  It left you with a good feeling even though the struggles of the children were very real.  Great life lessons as well as cultural lessons in this book",positive
"His first novel, THE KNOWN WORLD, won the Pulitzer Prize. This is the book he wrote first, a short story collection that I've been looking forward to reading for a long time. It was a National Writing Award finalist and a Hemingway PEN winner. ",positive
"This was by far the best Genero/Kenzie novel of the series.  I loved this book.  Everything about it.  In this one, you really got to see the emotional side of Bubba.  Made him more likeable.",positive
"This book is a somewhat linear history of the past 13,000 years across the continents.  Diamond seeks to sum up history across various societies on all the continents in a relatively short volume.  The impetus for this search starts with a question from a friend of his from New Guinea named Yali.  Yali's question was, ""Why is it that you white people developed so much cargo and brought it to New Guinea, but we black people had little cargo of our own?""",positive
"If you're looking for a good story with plenty of action and a great plot and you're not really concerned with the difference between so-so writing and good writing (this book is so-so), then this is an excellent book. I couldnt put it down. ",positive
"They are books like those written by Stephen Ambrose which keep the flame of my interest in reading of times and events of long ago burning. Some have accused Ambrose of taking too many liberties with the facts. To those I would say, Bah Humbug! This book is well written and worthy of the readers time, unless, of course, you are a ""fact-checker"", in which case the original sources, to the extent they even exist, might be more to your liking.  For Orginary Joe's, like me, Mr. Ambrose has provided a good deal of reading entertainment and information. I would strongly recommend this book to anyone who wants to be transported in time and place to the high plains during the Indian Wars",positive
"As China re-emerges as a dominant power in the 21st century, much will hinge on the beliefs of the people in that country when it comes to the actions it takes and tolerates around the world. Oddly, the fascism of the Communist regime remains largely in place in the era following Mao's disastrous reign, even as capitalism and other Western ideals spread like wildfire through this huge, heavily-populated, and (from a Western perspective)oftentimes strange land. Aikman does an excellent job of covering the basic bullet points of the history of Christianity in China, as well as introducing readers to the many Chinese Christians who have led or continue to lead the church in their country. On a recent trip to China, I was highly impressed by the deep generosity, humility, resourcefulness, strength, perseverance, and kindness exhibited by Chinese of all ages. This spirit hums just below the surface in the stories Aikman tells of the Christian Chinese and their faith. This spirit is also, I believe, one of the major reasons why the life and teachings of Jesus seem to so easily take root in the hearts of so many Chinese. Also, those who are concerned that a ""Christian China"" would somehow gut the land of its culture and heritage while propping up a Westernized facsimile in its place should rest easy. It seems that the faith is spreading through this nation in a very distinctly Chinese way",positive
This is a fascinating read and my favorite of all Bacon's writings,positive
"This book, unlike Morris's work on Hillary, is actually worth reading, because its perspective and analysis of our 42nd president is fascinating. Though the title is a little tiresome (and becomes especially so when Morris continues to say throughout the book `Why? Because he could!') the book is a fast page turner.  ",positive
"I have just finished reading &quot;The Power of Ethical Management,&quot; and I thought it was well written.  In the past few weeks I have read several other books on business ethics and this one is my favorite.  It is  short and exact with great details on how to improve your corporation as  well as yourself.  This book not only can be applied to the work place but  in your life at home, family, friends, and children.  This book has helped  me greatly",positive
"Here's a good litmus test to show how good a book like ""Breathing Lessons"" is--nothing extraordinary happens and yet I did not want to put the book down.  There are no conspiracies to rule the world or cover up some dark secret.  There are no car chases, explosions, sex scenes (barely even any kissing), or exotic locations.  No one changes or has an epiphany.  Almost NOTHING happens--Maggie and Ira go to a funeral and when they come back they try to reunite their son and former daughter-in-law but nothing changes at all.  To the average reader this book probably would seem really dull.  Heck, if someone told me the plot of this book I'd think it was really dull too, but I didn't want to put it down.",positive
"I just love this book. It's for anyone who practices no particular ""religion"". The prayers are simple, in every day language, easily understood like God is speaking right to me. I find it inspiring every day and look forward to reading one prayer per day. None are more than a few paragraphs and all speak straight to the heart",positive
"I've been a fan of Carol Dweck's scholarly work for years. Her work on self-esteem, self-concept, and the incremental vs. entity theories of intelligence provides some of the most powerfully useful tools I've encountered for educators and parents in their work with children, as well as in their own self-awareness and lives. I'm delighted to see this information written here in such a user-friendly conversational tone, rich with stories that illustrate the nuances and complexities of Dweck's research and ideas. I'm recommending this book to all of my graduate students (teachers and principals working with gifted learners), as well as to parents of high-ability children.",positive
"It seems as if it is impossible for A.S Byatt to write a bad or even a mediocre story. After this novel, she is one of my new absolute favorites and I have vowed to read everything this amazing author has written. ",positive
"This is the 3rd, and unfortunately final, chapter in the triology.  I got my husband to run out and buy it the Tuesday it was released and finished it within 2 (very late) nights of reading.  If you have read the 1st two books you will not be disappointed with this one.  If anything, it is the best in the series with 2 really likeable characters - Yo! And if you haven't read ""Caught Stealing"" and ""Six Bad Things"", head to Borders now so you can read them before ""A Dangerous Man"".  Plan on not doing anything else for awhile because these books are just too intense to put down.  Pulp noir at its' finest",positive
"Sigmund Freud has done an amazing research in the field of Dreams and their meanings, you will be amazed how every single detail in the dream has a meaning (According to Sigmund Freud - not that I agree with him). And it is very impressive. Personally I enjoyed this book very much",positive
"I enjoyed this book,but then again I always enjoy  Sue Miller's novels.She has this way of making me feel close to her main characters.  So anyway Sue,Is Lottie Ok? Has she found contentment in life? Please write me at  Babz@aol.com.  I am about to read &quot;The Distinguished Guest&quot;--I  heard it was really great!  I'll let you know. Bar",positive
"This text was assigned reading in a Psych101 back in 1970, but its themes have stayed with me so strongly I am now ordering it for my personal library.  I was born with a club foot, and experienced the power of being  different, even though my personal defect was so minor as to be rarely  noticed by others.  STIGMA gave me an appreciation of the force behind my  own shame and the reaction to my difference of others.  More importantly, I  learned about the degrees of identity-- which differences make the most  difference (sex, race, disabilities...) and the increasing intensity that  comes with breaking the most closely held norms.  A classic study",positive
I loved the core knowledge curriculum.  The reason I switched my children to a charter school is that they started out teaching CK.  I also switched them back to the public school when the principal got away from CK and made it just like a public school.  ,positive
"Polanyi sets forth an incredibly relevant, radical, and all too plausible theory in this book.",positive
"I first encountered this gem of a book when I decided to home educate my children for a few years, and it came with my daughter's fourth grade Calvert School kit.  Yes, it is European ethnocentric and there are the references to god, but our family was and remains enlightened enough and able to explain *context* even to children.",positive
"Clinton's old friend and key Russia advisor provides insight on a number foreign policy topics as they evolve. As deputy secretary of state, his accounts provide personal, scholarly and practical accounts. The reader might determine both that Talbott was an invaluable resource as the post-Cold War era evolved, and that in the end, Clinton was his own &quot;Russia Hand.&quot;",positive
"A surprisingly tiny book. (The picture in the upper-left corner is nearly actual size.) After receiving it, I immediately looked up its dimensions in the description on this page. It says 4.7 x 3.3 x 0.6. I had not noticed that before I ordered it. The book seems much smaller than that. Not that that is a problem; it was just somewhat of a shock to find such a minuscule book when I opened the box. ",positive
"I am an avid reader of books of Biblical Prophecy, and I feel that Clarence Larkin's &quot;The Book of Revelation&quot; is the best on the book of Revelation. Mr. Larkin provides charts for the student, and does verse by verse analysis of the book.  If you want to study the Book of Revelation. I would submit Clarence Larkin's &quot;The Book of Revelation&quot; as your first tool of study",positive
"In all the talk about education issues these days, it's easy to forget that what's really important is the relationship, the energy, between students and teacher.  When the teacher closes his door and is face-to-face with thirty kids--THAT'S where it's at.  It's not test scores or textbooks or innovative curriculum--it's what happens between PEOPLE in a classroom.  This book shows that dynamic relationship between eager, active kids and a caring, active teacher.  It's not all pleasant, and successes are sometimes small, but a pervasive caring underlies it all.  As a teacher, this book reminded me that sometimes the best thing I can do for my kids is to leave all that paperwork, go for a walk, go to bed early so I can be there for them the next day",positive
I don't think customer Lee Kane is quite right when he says that Tag Gallagher's labour-of-love book is mainly about the films.  Gallagher's writing is spare and lean but he gives at least as much biography as the purely biographical books,positive
"This was the first Roberts novel I read.  Words cannot describe how much I enjoyed it.  I've read and/or listened to 50 since.  You can't go wrong.  Her storys are original, her characters are strong and well developed. ",positive
"first off, i want to say that i can not believe the audacity some people have in the censure and harsh remarks towards this brilliant young man! shame on you! the book its self is great, great use of language, story and wonderful imagination. To be so rediculous as to pull this young man up on grammatical structure and lexical syntax is rediculous! who cares! talk about looking for somthing to criticize, this young man brought his dream to life and became a best selling author and even the man behind a full feature major motion picture!!! gee wizz, most would have difficulty reading a novel and getting off their back side to hire a DVD let alone make the whole damn thing yourself happen! help or no help, he made it work, he is a vital part in the chain and all props to you my friend!!!",positive
I found both volumes of Ms. Cook's books fascinating.   I could not wait to return to them.  I learned a lot about Eleanor and the time in which she lived.  I will buy copies of both for all my children and suggest that my grands read them as well. ,positive
"The greatest paragraph in all of Singer is the one at the beginning of his story, Shosha, where he says he knew two dead languages, Hebrew and Aramaic, and was educated to read about the cultic requirements of a temple which had not existed for 1900 years; he knew Yiddish which he considered perhaps not a language at all, and that although his ancestors had lived in Poland for five or six hundred years he knew only a few words of Polish, although he lived in Poland for all of his youth until he came to America.",positive
How many times have I wished Dr. Dolittle could come visit me and just talk to my 16-year-old curmudgeon and have Rambo pass along what's got him yelling all night.....,positive
I received this as a gift. Very happy read .  Captures thoughts you hope your best friend has,positive
"A mind-opening look into the vicious thought patterns depressed people suffer from, this book has been more helpful to me than years of therapy *and* a degree in psychology. (Although I'm not giving up the meds just yet). I'm amazed by how clearly Yapko explains the cognitive distortions we have. The case histories he describes are priceless.",positive
Everything that I've made so far has been really really good.  Recipes are easy to follow and pack up nicely for next day lunches,positive
This is the best reference I've seen for IT interviews.  I've seen many of these questions at interviews and at one it appeared they had pulled questions from the book.  The technology specific questions are excellent,positive
"This unforgettable story illustrates the crazy, life-changing adventure of a seventeen-year-old boy who struggles to let go of his fading childhood and accept the phoniness of the adult world. Holden Caulfield's loneliness and lack of motivation combined with a traumatic childhood cause him to leave behind his youthful days at Pencey Prep to venture into the dynamic adult world of New York City. Holden tries to hide his youthful innocence as he mirrors the habits of other adults, going to bars, drinking, and purchasing prostitutes. However, his bickering and sarcastic attitude suggest a hidden desire to stay young, a desire he stubbornly buries beneath his new, mature lifestyle. Holden, like many others, longs to live in a place that is simple and motionless, a place where one needn't worry about the past or the future. Holden also hopes to preserve the innocence in others, such as his sister, so they don't turn out like him, depressed and regretful. Through Salinger's vibrant attitude towards Holden's experience in New York, we readers learn to stop running from our past to prevent losing our youth altogether. The Catcher in the Rye has survived generations as one of the world's best bildungsromans, not because it illustrates the fading youth and growing maturity of a memorable character, but because it demonstrates the confusion of a character as he fights desperately to protect what remains of his childhood",positive
"How would you like to have to perform your own autopsy? That is the conundrum that faces Dr. Maura Isles in Body Double when she returns from a conference in France to find that the identical twin she never knew she had has been murdered in front of her house. The investigation into the murder leads Maura to a mental institution to confront the woman who gave the identical twins up for adoption 40 years before, and also leads Maura into the chilling discovery that a serial killer has been murderng pregnant women.",positive
"The form of Chinese meditation called Qigong is based upon the fundamental lessons of internal Elixir Qigong - and the first step in learning this process is to absorb Embryonic Breathing theory and techniques which were long kept secret within Buddhist monasteries. Dr. Yang translates and discusses most of the documents available on this arcane process, providing a summary of the practice and an important analysis of the breathing technique which is essential to the study of this ancient Buddhist discipline. An essential key to understanding",positive
"Practical, sage advice from Stanley. Not as good as his follow up, ""The Millionaire Mind"" this book is somewhat pedantic. It also suffers from the fact it's extremely dry. The author's writing is much more engaging in his followup, and that's a much faster read. ",positive
Great recipes that truly are quick and easy.  Low to no-fat with healthful ingredients.  I will be using this cookbook a lot,positive
Tolstoy's honesty at his own selfish motives and his dissapointment with the true value of his accompleshments is wonderfully refreshing.   His writing is so personal and open that I don't think anyone can walk away from this unmoved.  I was dissapointed that he rejects the concept of a personal active God in the conclusion of his search,positive
"The novels in this series are not the escapist fantasies that many associate with the Arthurian legends. They are, in fact, historical fiction at its best. Whyte has gone to great lengths to not only ensure historical accuracy, but to weave the stories into historic events. The first six novels in the series (that is all I have read, though it appears that there are two or three more) give a wonderfully plausible explaination for the genesis of the Arthurian legend. But the beauty of the books is in Whyte's prose. A Scottish poet, he uses the language beautifully and creates characters so vivid and multidimensional that we forget the 1600 between their time and ours.",positive
A great great novel! Catches you from the beginning and doesn't let go. You become obsessed and engrossed. Collins has the most gorgeous way of writing....drawing you in. And his descriptive ability is astounding,positive
"I am so passionate about this book.  It has answered all the life questions I have ever held.  Although many people I have recommended it to have reported that they have not been able to ""get into it"" - for me, I would say it is the best book I have ever read.  ",positive
This book is a comprehensive guide that presents a lot of useful information concerning intelligent design for beginners.,positive
"Private Investigator Kinsey Millhone is back again in this fourth installment of Sue Grafton's alphabet series.  This time she is offered a fee to give a $25,000 cashier's check to a young man named Tony Gahan.  The check for the fee bounces and Kinsey is now looking for the man who gave it to her, plus the young man she is to give the cashier's check to.  Everything she finds out about her client is bad.  He is a drunk, who has killed several people in a car wreck, and appears to be a bigamist.  When he is found dead, Kinsey has plenty of suspects including survivors of the dead motorists and two angry wives.  This book is written in Grafton's usual breezy style, and Kinsey becomes more independent and more likeable with each book.  I would recommend the whole series to mystery-lovers",positive
"You'll never read this in NATIONAL GEOGRAPHIC, and NG is all the poorer for it.  P.J. O'Rourke is never politically-correct and he visits places on the planet from which most people would like to escape...the result is a spot on, razor sharp, keenly observed travelogue that is side-splittingly funny, in a tragic sort of way.  O'Rourke has a wonderful way of spotting irony, silliness, and official absurdity, and letting all of the air out of pompous, ill-conceived notions.  In short, he is the UN's worst nightmare.  For anyone who has travelled or ever interacted with any government agency anywhere--especially our own--this book is a must read",positive
"Companies that embrace work teams quickly discover a basic truth: More teams mean more meetings. Management experts laud the benefits of enlightened teamwork, but they spend much less time dwelling on the often long, sometimes pointless and nearly always inefficient meetings that teams breed. With teams fast becoming a fixture in the corporate world, meeting management, or facilitation, is becoming a critical skill for anyone with executive ambitions. Author Ingrid Bens' definition of a facilitator is quite specific - someone who guides a meeting without actually participating in discussion or decision making - but her book is filled with practical advice that any professional can apply when running a meeting. A host of charts, examples and worksheets (not to mention the accompanying CD) help illustrate her process for steering meetings without controlling or directing the outcome. We [...] recommend this hands-on how-to guide to anyone motivated to minimize the waste of meeting-creep",positive
"Newt Gingrich presents common sense solutions to the pressing issues of our day in a clear concise and easily understood manner.  This book should be required reading for all civics and history classes in high school and college.  If the policies Dr. Gingrich proposes could be implemented, the US would not only become the shining city on a hill, it would also become, far and away, the world's most powerful economy throughout the next fifty years with prosperity for all Americans who chose to join the ownership society he envisions",positive
"I love this book! I have read A-C so far, and this is my favorite book so far. It has a really strong plot, and a surprising ending. This crime book series is great, and I highly suggest picking this book up, or even starting with A",positive
"This is a cleverly constructed book of several parts and a few recurring motifs. Jones, a Welsh Methodist, Everton FC supporter, London hack and Oxford (Arts?) graduate, goes to live in Parma, Italy where his beloved has established herself. He divides his book into nine separate chapters and tries to weave them together as well as his excellent English and his motifs will allow. The first chapter discusses nuances of the Italian language and he uses those nuances to propound that Italy is a much more nuanced country than England and that its culture is infinitely more refined. An entire chapter brings the nuances of Italian culture to bear on football and he waxes very lyrical about the local youth and whatever immigrants are around playing ball as the sun goes down. The football allows us to place Italian village life in our minds and to empathize very much with it.",positive
"Great book; it get's you thinking. My kids arre almost out of the nest and they are all I could ask for. Yes, I worked. But not until they were in school, almost always part time and I did not use 'working' as an excuse to not volunteer at school, sports, and generally be in my kids lives. The point is really about your priorities. Do you instinctively put your kids needs first? It's been interesting to see how things have worked out with families in our area. We have a large group of kids who have been together since kindergarten; now they are seniors. You can instantly tell which parents were connected, involved and had their priorities straight. Not all of them stayed home the whole time. ",positive
"This is an excellent book. Unlike many other tutorials available on internet, it gets you started with some beautiful melodies instead of ""twinkle, twinkle, little star"". Highly recommended!",positive
This book helps me understand.  The book also helped me explain Alzhiemers to families.  I have recomended it to families,positive
"It is, in my opinion, the second best Anne book! Its Anne's wedding! The whole thing is soaked in romance! Leslie's story is so amazing and sweet that you have to love her. Captain Jim is so sweet and perfect, you can nearly see him. Miss Cornelia is funny and Susan is great. Anne has to deal with tragedy and joy that makes the books so wonderful. The only thing I don't like, is that i wish Marrilla and all the Avonlea people would be in it a little more. In my opinion, this should be where the series ends",positive
"This book provides a fine introduction to the myths of Northern Europe.  The book examines the few remnants we have in the forms of epic poems and prose, written by Christian writers after the fact - the Eddas, Beowulf, and the Viking sagas.  From these sources, especially the Edda, the author reconstructs the myths and stories relating to the Norse gods and their subsequent twilight in Ragnarok.  Then, the author seeks to answer various questions about this myth and determine whatever relation it may have had to the original religion of the Northern European peoples.  The figures of Odin, Thor, Loki, Balder, and the rest of the Norse gods play an important part in our European cultural heritage and it is nice to see them presented in an introduction as here.  Whatever underlying mental constructs are behind such accounts as that of Ragnarok (the Twilight of the Gods) they certainly appear to be universal to the human race, as revealed in all forms of apocalyptic literature.  Ultimately these beliefs died a rather easy death at the hands of the Christian worldview.  Whatever your personal opinion about the replacement of the pagan beliefs by Christianity and whether or not the pagan beliefs should be resurrected or remain buried, you will certainly profit from reading this book and it will help you to better understand Northern Europe in pre-Christian times.  Finally, it must be noted that in many ways, at least in my opinion, the society of the Vikings was superior to our own.  I admire the strong sense of individualism that the Vikings expressed and enjoy greatly reading about their heroic feats",positive
"This was a fabulous resource for understanding the evolution of the Marian cult. The one weakness of this book is that it did not deal with the pre-Christian origins of the Marian cult. Other resources, however, cover  the evolution of the Anatolian fertility cult of Cybele into the Roman  Magna Mater and later into the so-called &quot;BVM&quot;. The author does a  good job of showing the origins of various aspects of Mariology and  contrasting these developments with Christianity in the West. The author  has done a great service to those who wish to more fully understand the  syncretic process which blended Christianity with various pagan religions  and medeival political structures to create the Roman Catholic Church",positive
"While previous guides for the serial drama ""Lost"" have often left something to be desired, the book ""Finding Lost: The Unofficial Guide"" more than makes up for it. ",positive
"I read everything and anything King, he is my favorite author. This short story is interesting but predictible",positive
"Timothy Hart lost his B-25 over Germany in 1942 and is spending the rest of the war as a guest of the Third Reich in Stalag Luft 13.  In 1944 Tuskeegee airman Lincoln Scott arrives in camp and is promptly accused of cutting the throat of smuggler Vincent Bedford.  The prisoners demand a trial, their jailers agree, and ex-Harvard law student Hart is appointed to defend Scott, who appears inexplicably less than grateful.  ",positive
"As a librarian and a lover of all things relating to Arts & Crafts style, I recommend this book to anyone desiring a greater knowledge of this furniture's history and design evolution.  With clear color photographs and just the right amount of text, this book illustrates the origins of Arts & Crafts furniture in England and its progression, first to our East Coast, and eventually Westward across America.  In fact, my only 'complaint' about this book is that the photographs are good enough that they leave you wanting for more.",positive
"I thought I was fairly familiar with the Sanibel Island area, but this book definitely gave me new insight. The author definitely ""knows her stuff"" and has written a very informative and interesting guide. Anyone visiting Sanibel (especially first-timers) should definitely get a copy before they go.",positive
"I bought this book in the 80's and it did wonders for me!  It helped me to get control of ""me"" again... and I went forward with my son from there",positive
this is a great book i love it and its very interesting! Great information and pricing ,positive
"excellent book! I would have liked to have seen the author delve into several more of the cadets' lives, but what's there is great",positive
I affirm the positive comments of the other reviewers. I am a truck driver and dairy farmer and just finished the books on tape version of this book. I want to run away to graduate school and get at PHD in physics. I hated science in school.,positive
"Perfectly simple and indistinguishable from the ""real"" Amazon - except the price. Thanks for everything",positive
"I read this book 2 years ago, and still consider it one of the most compelling and important books I have ever read. Besides being completely absorbed by this man's life and experiences, I learned so much valuable information about Cambodia from it that I wish it was required reading for anyone traveling there. ",positive
"Excellent book, a good guide to improve project managemen",positive
This work will be regarded as a classic.  It is the best work to date on  the First Crusade,positive
"With relations between the West and the Islamic world worsening rapidly, a better understanding of Islam and its roots is badly needed in the West.  ",positive
"If you know love, you know God.  If you don't - read Hafiz, and you will be on a good path to know both",positive
"You don't have to be a fan of &quot;old&quot; Hollywood to enjoy this wonderful book about a famous restaurant and its even more famous clientele.  Fascinating stories accompanied by wonderful pictures.  This is  only enhanced by the actual recipes of this great restaurant.  A wonderful  coffee table book that will start conversations about movies, movie stars  and great food",positive
"Having read this book as well as Barnet Schacter's on New York during the Revolution, both works I find are flawed in different ways.  The likeable thing about Gallagher is that he manages to convey the story in less than half the time.  The hard thing to realize about the battle of Brooklyn is that it really wasn't much of a battle.  The author here makes some grandoise statements about a new age of citizen warfare being ushered in with the advent of this battle.  If that is so then the complete defeat of Washy's army bodes ill for that development!  ",positive
"This is NOT a fad diet. This is a simple, straighforward and helpful guide on HOW TO EAT. Puhn's style is friendly and upfront. I read this book over two years ago, and my eating habits will never be as random and damaging as they used to be, because the principles described are EASY to implement. GREAT BOOK",positive
"This volume contains 152 middle length sutras which are mainly sermons to monks on buddhist practices.  Having compared the Pali original with the translation of about 12 Sutras I would give it a high fidelity rating.  The appendix contains extensive notes which discuss the text from the viewpoint of the Theravada commentaries.  A must read for those who want to learn or study using original source material and do not read Pali.  The introduction contains valuable material on Buddhism by a Bhikkhu long ""gone-forth"".  ",positive
"A must have for anybody interested in golf course architecture.  As great as Pebble Beach is today, you'll wonder why it was ever changed after seeing the old photos of it following Chandler Egan's work in 1929!  Buy  this beautiful book and you won't be disappointed",positive
"This is a nice compact hardback edition of Dashiell Hammett's five novels, which he wrote between 1929 and 1934. A veteran of Pinkerton detective agency in several cities, Hammett turned his intimate familiarity with crooks, low-lives, and the seedier side of life into hard-boiled, hard-hitting detective stories. This was a time when urban corruption was the rule, and private detectives, journalists, and police officers shared information. Two of these novels, &quot;The Maltese Falcon&quot; and &quot;The Glass Key&quot; are American classics. Another, &quot;The Thin Man&quot;, inspired one of Hollywood's best-loved movie franchises. Hammett's novels lift the veil of propriety from the subcultures in which they take place, laying bare violence, corruption, and pervasive cynicism. But they're not dreary. The sharp prose crackles, and the heroes stand apart from the corruption while swimming in it, steadfast in their own codes of conduct, their iconoclastic ideologies rooted securely in realism. These five novels all appeared as serials in magazines prior to being published as novels. &quot;The Thin Man&quot; appeared first in &quot;Redbook&quot;, the others in &quot;Black Mask&quot;.",positive
"Originally published in the early 1900's, this book is an excellent resource for teaching young men about being their own self in a society that is trying to mold them into another copy.  High adventure on the high seas.  This book is impossible to put down. 75 years ago this was my grandmother's favorite book.  Now it is mine",positive
"As a former history major and teacher I am very familiar with the history of the Crusades from the Western point of view.  They have been portrayed in literature, movies, and history.  They have been glamorized and vilified by Westerners for centuries.  Reading Amin Maalouf's rendering of this familiar story from the view-point of Arab chroniclers was like looking through Alice's looking glass at a world that is backwards from the one we know.  Here we don't have just Crusaders, advernturers, or even the evil conquerors that deconstructionists portray, but invaders, barbarians, and enemies of God Himself.  ",positive
I have shooting pains in my upper left arm. Said the pilot to Brian.  Brian is the main character in the book Hatchet. This book would be for someone who likes survival in the wilderness or even just survival. I like this book because I am into this type of writing. I think Gary Paulson is a very intelegant man because.....who could have thought of a book about a boy who his plain crashes into the Canadian Wilderness and.............Do you think he survived the wilderness?.........HE DOES SURVIVE THE WILDERNESS!,positive
"I ordered several of these for gifts for my family.  It is one of the ""forever"" books to keep for the rest of your life. ",positive
I did enjoy this book as it was my first introduction to magnet therapy.  This is a topic that I intend to explore much further too.  It was very helpful and gave good information,positive
There is not one book this woman has been involved in that i didn't like so far. ,positive
"This book focuses on a cogent question by way of a true story and invites response from all sorts of people with pertinent experience, providing biographies of these respondents. The topic is forgiveness. I found the analysis by Dennis Prager, an L.A. talk show host, the most understanding of Christian/Jewish outlooks and Jose Hobday's perhaps the best of the Christian contributions. I am eager to discuss it with members of my theology group.",positive
"i dont agree with the previous reviewer at all. my kids love everything in this book and if i find enough time i want to make every single toy. they are not scary looking at all. if you like knitted babes by claire garland, you ll love this one. ",positive
"An amazing resource to the odd world of Chick collecting.  Mr. Fowler has crafted an exhausting, almost overwhelming guide to all of Chick's works and articles about him.  Everything is cross-referenced to the point of where the reader is nearly overwhelmed with information.  Minute details of publishing histories and changes to individual tracts are documented down to the smallest letter.  The book (presented in a distinctive computer printout style, possibly due to its origins as a self-published work) is packed with charts of pricing info and catalog numbers.  But even casual Chick fans will enjoy the &quot;History of the World&quot; segment, which ties all of Jack's wild theories into a cohesive narrative, and a segment devoted entirely to fun trivia (there's a list of every instance of the term &quot;haw&quot; for instance).  Each tract and comic is described, and info is given on various parodies and rip-offs.  This is a must for all Chick fans (both &quot;saved&quot; and otherwise)",positive
"Although everything is shown in silhouette, there is plenty of color and action and my kids (boy and girl; now 3 and 5) have always like it.  There are herds of elephants, steaming machines, flowers, critters and more.  ",positive
"I've been doing game dev for a number of years now, and it's like a breath of fresh air to come upon a book like this. Clearly written, well organized, and a breeze to read through! My thanks goes out to each and every one of the authors who contributed to this invaluable tome.  I'd give this thing six stars if I could. You will not regret buying this book!!",positive
Excellent book - telling a shocking but real story of genocide on an unbelievable scale.,positive
